Timestamp,Value
2025-06-11T23:26:48.416277,433455.0
2025-06-11T23:26:51.392023,433452.0
2025-06-11T23:26:53.046596,433465.0
2025-06-11T23:26:54.700213,433496.0
2025-06-11T23:26:56.022571,433500.0
2025-06-11T23:26:58.011905,433658.0
2025-06-11T23:26:59.666359,163967.0
2025-06-11T23:27:00.989166,144036.0
2025-06-11T23:27:03.687461,143985.0
2025-06-11T23:27:05.666702,239065.0
2025-06-11T23:27:06.994099,144014.0
2025-06-11T23:27:08.649647,433402.0
2025-06-11T23:28:02.351226,4.9770188659077546
2025-06-11T23:28:04.033330,3.3015338570894124
2025-06-11T23:28:06.729813,3.3199054032387365
2025-06-11T23:28:08.334012,99.96258885147773
2025-06-11T23:28:09.663020,100.012025012025
2025-06-11T23:28:11.979196,100.01937363048474
2025-06-11T23:28:13.963995,107.59813745924856
2025-06-11T23:28:15.943861,100.00768264657152
2025-06-11T23:28:17.952587,99.9886430441986
2025-06-11T23:28:19.272410,100.02104377104376
2025-06-11T23:28:20.930924,3.327588049810272
2025-06-11T23:28:23.585706,3.341951258617925
2025-06-11T23:28:25.600579,3.3282561060338836
2025-06-11T23:28:27.256100,3.311554700443589
2025-06-11T23:28:29.237680,3.314226925338036
2025-06-11T23:28:32.254951,99.96459302014857
2025-06-11T23:28:34.240125,99.9886430441986
2025-06-11T23:28:36.554244,99.98697290363957
2025-06-11T23:28:38.541334,99.9889770723104
